Wind ID,Date/Time,Latitude,Longitude,Nearest town,State,Max Gust speed,Comments,,,
7718,30/01/2017 4:46,-35.1667,147.3591,Lake Albert,NSW,41,"Media and SES reports of significant localised wind damage in Lake Albert from shower activity, with no lightning in the vicinity. Wagga Airport AWS reported maximum wind gust of 41 knots. Potential type 2 tornado but unable to verify. http://www.dailyadvertiser.com.au/story/4434026/heatwave-stirs-a-perfect-storm/?cs=147 NULL",,,
7719,11/02/2017 7:19,-34.6035,146.4097,Yanco,NSW,58,Fast moving thunderstorm. NULL,,,
7720,11/02/2017 7:33,-34.738,146.5577,Narrandera,NSW,56,Fast moving thunderstorm. Storm also produced a 58 knot gust at Yanco at 0719 UTC. NULL,,,
7721,11/02/2017 10:12,-35.1583,147.4575,Wagga Wagga,NSW,53,Fast moving thunderstorm. SES reported a significant number of jobs at Wagga from wind damage. NULL,,,
7722,11/02/2017 12:06,-34.1407,151.1185,Wattamolla,NSW,50,Fast moving thunderstorm outflow. NULL,,,
7723,17/02/2017 3:40,-34.3691,150.9291,Bellambi,NSW,48,NULL NULL,,,
7724,17/02/2017 4:22,-33.851,150.8567,Horsley Park,NSW,50,NULL NULL,,,
7725,17/02/2017 5:50,-33.6564,151.3137,Newport,NSW,60,Spotter report also included large hail and flash flooding. NULL,,,
7726,17/02/2017 6:12,-32.7886,151.3377,Cessnock,NSW,59,NULL NULL,,,
7727,17/02/2017 7:48,-31.0742,150.8362,Tamworth,NSW,51,Thunderstorms developed into a squall line type feature. NULL,,,
7728,18/02/2017 6:17,-29.4898,149.8471,Moree,NSW,52,NULL NULL,,,
7729,18/02/2017 9:09,-31.7416,150.7937,Murrurundi,NSW,54,NULL NULL,,,
7730,22/03/2017 6:53,-33.2814,151.5766,Norah Head,NSW,50,NULL NULL,,,
7731,27/03/2017 7:07,-35.1583,147.4575,Wagga Wagga,NSW,55,Fast moving line of thunderstorms. Reports of wind damage including trees down at Wagga Wagga from NSW SES. NULL,,,
7732,27/03/2017 7:26,-36.2304,148.1405,Khancoban,NSW,51,NULL NULL,,,
7733,27/03/2017 9:27,-35.3,149.1333,CANBERRA,NSW,32,"ACT SES report some jobs across northern Canberra with storm cell, including some resulting from downed trees. Wind gust recorded at Canberra Airport only 32 knots. NULL",,,
7734,4/03/2017 5:10,-33.24,149.04,Orange,NSW,49,"Spotter report of wind damage including tree branches snapped and powerlines down. Included gust estimate of 90 km/h. No significant wind gusts recorded at YORG, but that is on the other side of town. Report also included heavy rainfall. NULL",,,
7743,9/04/2017 8:03,-33.9465,151.1731,SYDNEY AIRPORT,NSW,49,Gust from a line of storms that also produced a 49 knot wind gust at Kurnell AWS. NULL,,,
7744,9/04/2017 8:09,-34.0039,151.2111,KURNELL,NSW,49,Gust from a line of storms that also produced a 49 knot wind gust at Syndey Airport AWS. NULL,,,
7745,9/04/2017 8:12,-33.9819,151.2092,PORT BOTANY,NSW,52,Gust from a line of storms that also produced a 49 knot wind gust at Syndey Airport AWS and at Kurnell AWS. NULL,,,
7746,20/01/2017 4:30,-30.9651,151.3511,WOOLBROOK,NSW,56,"Spotter report of wind damage including many large branches down and some trees down, from a squall line that produced damaging gusts in many other nearby locations. NULL",,,
7760,20/07/2017 0:34,-29.0389,167.9408,BURNT PINE,NSW,51,NULL NULL,,,
7761,28/07/2017 10:35,-29.0389,167.9408,LORD HOWE ISLAND,NSW,64,53 knot gust also recorded at YLHI AWS at 10:36 UTC. NULL,,,
7776,22/09/2017 8:40,-28.8305,153.2601,LISMORE AIRPORT,NSW,49,"YLIS AWS reported 30G49KT at 0840Z, with radar imagery confirming storm cell over Lismore at this time.%D YLIS AWS reported 30G49KT at 0840Z, with radar imagery confirming storm cell over Lismore at this time. %D",,,
7777,24/09/2017 13:55,-29.677,151.693,GLEN INNES AIRPORT,NSW,39,"Glen Innes 51kt gust with thunderstorm line. Wind gust occurred with thunderstorm line, but may have been at least partially caused by widespread windy conditions.",,,
7778,6/10/2017 6:30,-29.4567,153.2011,MACLEAN,NSW,0,Tree down and debris around - SES notified BoM at 05:34 Largely a damaging wind event.,,,
7779,26/10/2017 5:09,-35.108,147.3598,Cobar,NSW,48,NULL NULL,,,
7780,26/10/2017 5:17,-33.0682,147.2133,Condobolin,NSW,49,49 knot wind gust at Condobolin. NULL,,,
7781,26/10/2017 3:54,-31.5194,143.385,Wilcannia,NSW,51,51 knot wind Gust at Wilcannia. NULL,,,
7782,5/11/2017 7:30,-29.15,153.2833,New Italy,NSW,70,"Storm spotter in New Italy reports a very severe"" thunderstorm passed over the region at around 6:30pm.  Trees were ripped out", 'lots of damage', roads blocked," power out. Greater than 130km/hr wind gusts estimated. NULL"""
7783,6/11/2017 4:00,-32.8206,151.482,Kurri Kurri,NSW,0,"Possible destructive wind at Kurri Kurri reported from Higgins Storm Chasing (see video) at around 2pm. No windspeed directly recorded, but damage is extensive. %D https://www.facebook.com/HigginsStormChasing/posts/1581991548563293  %D http://www.maitlandmercury.com.au/story/5037615/two-injured-after-kurri-kurri-smashed-by-storm/#slide=4 NULL",,,
7784,6/11/2017 4:00,-33.2658,151.545,Toukley,NSW,0,"SES report significant wind damage/jobs at Toukley (and the Cessnock/Musswellbrook area). Note that nearby AWS at Norah Head didn't record any damaging wind gusts, averageing around 20G30 during the event). NULL",,,
7785,6/11/2017 7:00,-31.4335,152.8655,Port Maquarie,NSW,48,"The line of TS N of YTRE formed a Squal Line, and 33G48kt from W reported at YPMQ with the passage of the squall line. NULL",,,
7786,6/11/2017 7:06,-31.0711,152.7717,Kempsey,NSW,49,"The line of TS N of YTRE formed a Squall Line, and 33G49kt from SW reported at YKMP with the passage of the squall line. NULL",,,
7787,27/11/2017 6:28,-31.535,145.7933,Cobar Airport,NSW,49,Storm cell moving to the south of the airport. Cell appeared to be a right moving cell from the split of an earlier cell (as interpreted from satellite imagery). NULL,,,
7788,1/12/2017 3:23,-29.4152,142.0346,TIBOOBURRA,NSW,55,NULL NULL,,,
7789,8/12/2017 4:40,-29.7628,151.1103,Inverell,NSW,46,NULL NULL,,,
7790,19/12/2017 5:22,-36.1985,148.1346,KHANCOBAN,NSW,55,NULL NULL,,,
7791,19/12/2017 6:57,-35.5318,144.9347,DENILIQUIN,NSW,54,Squall line. NULL,,,
7793,30/12/2017 5:03,-32.6176,151.5585,Tocal,NSW,51,NULL NULL,,,
7794,30/12/2017 12:00,-29.0817,152.9511,RAPPVILLE,NSW,0,"Numerous reports of uprooted trees (including photographs, roads cut off due to fallen trees, and several houses with roof damage from a thunderstorm that went through the Lismore/Casino district about 11pm Saturday 30 December (local time), in particular between Rappville and Casino and between Casino and Lismore. Casino township was spared. NULL",,,
7795,25/11/2017 7:00,-35.575,149.215,Burra,NSW,0,"Spotter report of large branches down and trees snapped from wind gusts with thunderstorm. Gusts from between E and S. Storm time does not match radar, so time of day estimated from radar image. Report also included flash flooding. NULL",,,
7796,1/01/2018 6:06,-29.1151,153.4345,EVANS HEAD,NSW,52,NULL NULL,,,
7797,1/01/2018 7:01,-28.8317,153.5345,BALLINA,NSW,55,NULL NULL,,,
7798,1/01/2018 7:38,-28.6317,153.6345,CAPE BYRON,NSW,54,NULL NULL,,,
7799,2/01/2018 2:50,-29.4401,153.3595,YAMBA,NSW,0,Wind damages reported by Halden Boyd (Storm spotter in EVHD) at Yamba. A mast of a yacht was reported broken by winds. NULL,,,
7800,7/01/2018 4:12,-33.8984,150.8679,GREEN VALLEY,NSW,0,SES reported wind damage at several houses at Green Valley (near Liverpool). %D NULL,,,
7801,7/01/2018 4:22,-31.4985,145.8346,COBAR,NSW,52,NULL NULL,,,
7802,9/01/2018 3:41,-33.0651,147.1512,CONDOBOLIN,NSW,50,NULL NULL,,,
7803,9/01/2018 4:25,-33.3817,148.0012,FORBES,NSW,48,NULL NULL,,,
7804,9/01/2018 4:55,-33.1317,148.1679,PARKES,NSW,53,NULL NULL,,,
7806,9/01/2018 5:36,-34.6484,148.0346,COOTAMUNDRA,NSW,0,"SES report of storm cell impacting Cootamundra with heavy rain, strong winds and hail. Significant damage to Central Hotel. %D NULL",,,
7807,9/01/2018 5:54,-34.8817,150.6012,NOWRA,NSW,66,NULL NULL,,,
7808,9/01/2018 6:06,-33.2426,148.8185,URIARRA,NSW,0,"ACT SES reported a number of jobs associated with wind damage and trees down on buildings at Uriarra, just to the west of the ACT. NULL",,,
7809,9/01/2018 6:53,-34.5484,150.3679,MOSS VALE,NSW,49,NULL NULL,,,
7810,9/01/2018 6:58,-33.6151,150.2679,MOUNT BOYCE,NSW,55,NULL NULL,,,
7811,9/01/2018 7:01,-34.6651,150.8512,KIAMA,NSW,48,NULL NULL,,,
7812,12/01/2018 4:40,-34.7485,146.5512,NARRANDERA,NSW,50,NULL NULL,,,
7814,12/01/2018 5:48,-33.3817,148.0012,FORBES,NSW,59,NULL NULL,,,
7816,12/01/2018 5:30,-34.6484,148.0346,COOTAMUNDRA,NSW,0," SES reporting a surge in wind related requests for assistance (17 in half an hour) at Cootamundra, starting around 4:30pm local, mainly due to trees down. NULL",,,
7817,12/01/2018 5:30,-34.6484,148.0346,COOTAMUNDRA,NSW,0," SES reporting a surge in wind related requests for assistance (17 in half an hour) at Cootamundra, starting around 4:30pm local, mainly due to trees down. NULL",,,
7818,26/01/2018 1:45,-31.2733,149.2191,Coonabarabran,NSW,53,NULL NULL,,,
7819,9/02/2018 4:08,-34.7479,149.7277,GOULBURN,NSW,50,NULL NULL,,,
7820,11/02/2018 7:55,-30.3324,149.7812,NARRABRI,NSW,59,NULL NULL,,,
7821,19/02/2018 5:08,-30.9923,150.2369,Gunnedah,NSW,50,NULL NULL,,,
7822,3/03/2018 4:41,-29.4658,149.8339,Moree,NSW,49,NULL NULL,,,
7823,5/03/2018 3:26,-33.4193,149.5775,Bathurst,NSW,51,NULL NULL,,,
7825,13/04/2018 7:38,-35.3167,149.2,CANBERRA AIRPORT,NSW,50,NULL NULL,,,
7826,13/04/2018 7:50,-35.3167,149.2,CANBERRA AIRPORT,NSW,54,NULL NULL,,,
7827,13/04/2018 7:50,-33.379,149.1247,Orange Airport,NSW,54,NULL NULL,,,
7828,13/04/2018 8:23,-36.22,148.1269,Khancoban,NSW,52,NULL NULL,,,
7829,13/04/2018 8:41,-36.5013,148.3104,Therdbo Top Station,NSW,51,NULL NULL,,,
7830,14/04/2018 7:27,-34.9688,149.0304,Gunadah,NSW,52,NULL NULL,,,
7867,4/03/2018 3:10,-32.5817,151.2678,GLENDON,NSW,51,"Wind damage appeared straight line/like a microburst. Damage includes tree branches snapped, trees uprooted, road guides (white posts with red reflector) bent at base. Note: time of event estimated from radar. NULL",,,
8202,22/11/2018 4:11,-34.5506,150.3964,Moss Vale,NSW,48,NULL NULL,,,
8203,13/12/2018 2:50,-30.032,148.125,Walgett,NSW,53,NULL NULL,,,
8204,13/12/2018 3:22,-30.982,148.376,Coonamble,NSW,56,NULL NULL,,,
8205,13/12/2018 3:30,-30.982,148.376,Coonamble,NSW,58,NULL NULL,,,
8206,13/12/2018 3:40,-30.322,149.826,Narrabri,NSW,57,NULL NULL,,,
8207,13/12/2018 5:30,-30.976,150.25,Gunnedah,NSW,57,NULL NULL,,,
8208,13/12/2018 6:25,-31.766,150.839,Murrurundi,NSW,50,NULL NULL,,,
8209,27/11/2018 23:59,-32.7317,151.5511,MAITLAND,NSW,50,NULL NULL,,,
8210,15/12/2018 3:06,-31.777,150.83,Murrurundi,NSW,52,NULL NULL,,,
8211,15/12/2018 3:31,-32.047,150.867,Scone,NSW,51,NULL NULL,,,
8212,19/12/2018 6:45,-32.14,150.355,Merriwa,NSW,62,NULL NULL,,,
8213,20/12/2018 7:20,-33.6067,150.7512,BASE RICHMOND SECTION 1,NSW,48,NULL NULL,,,
8214,20/12/2018 7:20,-32.038,150.831,SCONE,NSW,60,NULL NULL,,,
8215,20/12/2018 7:48,-31.776,150.839,Murrurundi,NSW,62,NULL NULL,,,
8216,20/12/2018 8:07,-30.328,149.557,Narrabri,NSW,48,NULL NULL,,,
8217,21/12/2018 7:32,-28.633,153.638,Cape Byron,NSW,49,NULL NULL,,,
8218,5/01/2019 4:30,-33.2814,151.5766,Norah Head,NSW,53,NULL NULL,,,
8219,7/01/2019 6:42,-33.2814,151.5766,Temora,NSW,59,NULL NULL,,,
8220,8/01/2019 5:20,-35.139,148.869,Mullion,NSW,55,ACT PAWS02 (MUllion) NULL,,,
8221,8/01/2019 7:15,-36.678,149.841,Bega,NSW,54,ACT PAWS02 (MUllion) NULL,,,
8222,10/01/2019 6:39,-33.412,149.654,Bathurst,NSW,46,NULL NULL,,,
8223,11/01/2019 2:59,-31.54,145.797,Cobar,NSW,58,NULL NULL,,,
8224,11/01/2019 2:59,-34.865,148.867,Yass,NSW,54,Wind estimated. Tree branches snapped. NULL,,,
8225,11/01/2019 5:14,-33.8317,148.6512,COWRA AIRPORT,NSW,56,NULL NULL,,,
8226,15/01/2019 12:10,-34.4151,147.5179,TEMORA,NSW,59,NULL NULL,,,
8227,20/01/2019 5:55,-30.328,149.557,Narrabri,NSW,51,NULL NULL,,,
8228,22/01/2019 4:12,-36.0652,146.9347,ALBURY AIRPORT,NSW,52,NULL NULL,,,
8229,22/01/2019 12:35,-33.1317,148.2346,Parkes,NSW,53,NULL NULL,,,
8230,22/01/2019 14:20,-32.248,148.603,Dubbo,NSW,51,NULL NULL,,,
8231,23/01/2019 5:07,-32.7151,150.2346,NULLO MOUNTAIN,NSW,49,NULL NULL,,,
8232,23/01/2019 8:22,-33.1317,148.1679,PARKES,NSW,52,NULL NULL,,,
8233,25/01/2019 9:30,-34.4985,144.8347,HAY,NSW,56,NULL NULL,,,
8234,27/01/2019 10:19,-33.3984,149.7512,BATHURST AIRPORT,NSW,57,NULL NULL,,,
8235,29/01/2019 9:22,-34.622,146.4326,Yanco,NSW,56,NULL NULL,,,
8236,9/02/2019 9:36,-30.3151,153.1178,COFFS HARBOUR AIRPORT,NSW,52,NULL NULL,,,
8237,18/02/2019 5:09,-35.9318,148.3679,CABRAMURRA,NSW,49,NULL NULL,,,
8238,18/02/2019 5:56,-35.139,148.869,Mullion,NSW,49,NULL NULL,,,
8240,5/03/2019 5:41,-33.306,146.368,Narrandera,NSW,55,NULL NULL,,,
8241,5/03/2019 6:00,-36.0652,146.9013,ALBURY,NSW,56,NULL NULL,,,
8242,5/03/2019 7:38,-36.1985,148.1346,KHANCOBAN,NSW,53,NULL NULL,,,
8243,9/03/2019 4:11,-31.906,152.457,Taree,NSW,54,NULL NULL,,,
8244,28/09/2018 7:25,-34.0151,151.2012,KURNELL,NSW,50,NULL NULL,,,
8245,3/10/2018 9:12,-31.9652,141.4597,BROKEN HILL,NSW,59,NULL NULL,,,
8246,23/03/2019 10:33,-31.7651,150.8345,MURRURUNDI,NSW,54,NULL NULL,,,
8247,29/03/2019 5:58,-35.3333,149.1333,GRIFFITH,NSW,71,NULL NULL,,,
8248,20/12/2018 5:11,-32.2567,148.6012,DUBBO,NSW,50,NULL NULL,,,
8249,9/04/2019 5:05,-30.514,151.666,Armidale,NSW,49,NULL NULL,,,
8254,18/11/2019 10:12,0,0,Jabiru,NSW,60,NULL NULL,,,
